config|threshold|f1|precision|recall|execution_time
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.7|1.0|1.0|1.0|4.771457195281982
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.8|1.0|1.0|1.0|4.771457195281982
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.9|1.0|1.0|1.0|4.771457195281982
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.95|1.0|1.0|1.0|4.771457195281982
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.5|0.9928089887640449|1.0|0.9857206604194556|4.3474907875061035
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.6|0.9997556207233627|1.0|0.9995113608600049|4.3474907875061035
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.7|1.0|1.0|1.0|4.3474907875061035
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.8|1.0|1.0|1.0|4.3474907875061035
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.9|1.0|1.0|1.0|4.3474907875061035
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.95|1.0|1.0|1.0|4.3474907875061035
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.5|0.9743852459016393|1.0|0.9500499500499501|3.184312105178833
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.6|1.0|1.0|1.0|3.184312105178833
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.7|1.0|1.0|1.0|3.184312105178833
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.8|1.0|1.0|1.0|3.184312105178833
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.9|0|0|0|3.184312105178833
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.95|0|0|0|3.184312105178833
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.5|1.0|1.0|1.0|3.1955130100250244
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.6|1.0|1.0|1.0|3.1955130100250244
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.7|1.0|1.0|1.0|3.1955130100250244
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.8|1.0|1.0|1.0|3.1955130100250244
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.9|1.0|1.0|1.0|3.1955130100250244
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.95|1.0|1.0|1.0|3.1955130100250244
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.5|0.6196188233796812|1.0|0.4488751613498064|3.732088804244995
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.6|0.9882539263560777|1.0|0.9767805896164884|3.732088804244995
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.7|0.9990566037735849|1.0|0.998114985862394|3.732088804244995
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.8|1.0|1.0|1.0|3.732088804244995
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.9|1.0|1.0|1.0|3.732088804244995
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.95|1.0|1.0|1.0|3.732088804244995
